Nummer;Stadtteil;Ortskode;WestOst;NordSüd;Lage;Zimmer;Fläche;Miete
100772;Köp;5;11,5;2,2;2;3;51,3;390,4
100773;Köp;5;11,5;2,2;1;3;62,9;340,3
100774;Köp;5;11,5;2,2;3;3;63,4;652,4
100775;Köp;5;11,5;2,2;2;3;64,2;479,6
100776;Köp;5;11,5;2,2;1;3;65,4;404,2
100777;Köp;5;11,5;2,2;1;3;67,3;438,8
100778;Köp;5;11,5;2,2;2;3;67,4;580,3
100779;Köp;5;11,5;2,2;1;3;68;388,3
100780;Köp;5;11,5;2,2;2;3;68,2;543,6
100781;Köp;5;11,5;2,2;3;3;69;634,1
100782;Köp;5;11,5;2,2;1;3;69,2;428,3
100783;Köp;5;11,5;2,2;1;3;69,3;459,5
100784;Köp;5;11,5;2,2;2;3;69,8;520,7
100785;Köp;5;11,5;2,2;2;3;70,4;561,1
100786;Köp;5;11,5;2,2;2;3;72,5;627,9
100787;Köp;5;11,5;2,2;2;3;72,7;523,4
100788;Köp;5;11,5;2,2;3;3;74,6;709,4
100789;Köp;5;11,5;2,2;3;3;76,3;653,1
100790;Köp;5;11,5;2,2;2;3;77,3;623
100791;Köp;5;11,5;2,2;2;3;77,4;662,5
100792;Köp;5;11,5;2,2;2;3;77,8;535,3
100793;Köp;5;11,5;2,2;2;3;78,1;605,3
100794;Köp;5;11,5;2,2;3;3;78,2;771,1
100795;Köp;5;11,5;2,2;2;3;79,3;628,8
100796;Köp;5;11,5;2,2;2;3;79,6;613,7
100797;Köp;5;11,5;2,2;3;3;79,8;723
100798;Köp;5;11,5;2,2;2;3;80,4;601,4
100799;Köp;5;11,5;2,2;2;3;80,8;705,4
100800;Köp;5;11,5;2,2;2;3;81;476,3
100801;Köp;5;11,5;2,2;2;3;81,3;569,1
100802;Köp;5;11,5;2,2;3;3;81,6;696
100803;Köp;5;11,5;2,2;3;3;81,7;792,5
100804;Köp;5;11,5;2,2;2;3;82,1;689,6
100805;Köp;5;11,5;2,2;1;3;82,6;413
100806;Köp;5;11,5;2,2;1;3;82,7;582,2
100807;Köp;5;11,5;2,2;2;3;82,9;625,9
100808;Köp;5;11,5;2,2;1;3;82,9;490,8
100809;Köp;5;11,5;2,2;3;3;83,1;856,8
100810;Köp;5;11,5;2,2;1;3;83,9;487,5
100811;Köp;5;11,5;2,2;3;3;85,2;771,9
100812;Köp;5;11,5;2,2;2;3;85,4;723,3
100813;Köp;5;11,5;2,2;3;3;85,4;839,5
100814;Köp;5;11,5;2,2;2;3;85,5;688,3
100815;Köp;5;11,5;2,2;3;3;86,3;809,5
100816;Köp;5;11,5;2,2;1;3;86,7;580
100817;Köp;5;11,5;2,2;1;3;87,2;558,1
100818;Köp;5;11,5;2,2;3;3;87,9;832,4
100819;Köp;5;11,5;2,2;2;3;88,4;710,7
100820;Köp;5;11,5;2,2;2;3;88,5;493,8
100821;Köp;5;11,5;2,2;2;3;89,2;646,7
100822;Köp;5;11,5;2,2;3;3;89,3;885
100823;Köp;5;11,5;2,2;2;3;89,7;695,2
100824;Köp;5;11,5;2,2;1;3;90,1;514,5
100825;Köp;5;11,5;2,2;2;3;90,4;677,1
100826;Köp;5;11,5;2,2;3;3;91;756,2
100827;Köp;5;11,5;2,2;3;3;91,2;840,9
100828;Köp;5;11,5;2,2;2;3;91,9;772
100829;Köp;5;11,5;2,2;3;3;92;788,4
100830;Köp;5;11,5;2,2;1;3;92,1;579,3
100831;Köp;5;11,5;2,2;2;3;93,1;833,2
100832;Köp;5;11,5;2,2;3;3;93,4;1097,5
100833;Köp;5;11,5;2,2;2;3;94,2;690,5
100834;Köp;5;11,5;2,2;2;3;95,2;765,4
100835;Köp;5;11,5;2,2;1;3;96,1;572,8
100836;Köp;5;11,5;2,2;2;3;96,4;687,3
100837;Köp;5;11,5;2,2;3;3;96,6;857,8
100838;Köp;5;11,5;2,2;2;3;97;763,4
100839;Köp;5;11,5;2,2;1;3;97,1;637,9
100840;Köp;5;11,5;2,2;1;3;97,4;602,9
100841;Köp;5;11,5;2,2;2;3;97,9;753,8
100842;Köp;5;11,5;2,2;3;3;98,5;935,8
100843;Köp;5;11,5;2,2;2;3;99;820,7
100844;Köp;5;11,5;2,2;3;3;99,8;925,1
100845;Köp;5;11,5;2,2;2;3;99,9;726,3
100846;Köp;5;11,5;2,2;3;3;100,7;877,1
100847;Köp;5;11,5;2,2;2;3;101,3;748,6
100848;Köp;5;11,5;2,2;2;3;102,5;662,2
100849;Köp;5;11,5;2,2;1;3;103,2;695,6
100850;Köp;5;11,5;2,2;3;3;104,3;936,6
100851;Köp;5;11,5;2,2;3;3;105,1;1007,9
100852;Köp;5;11,5;2,2;3;3;105,3;966,7
100853;Köp;5;11,5;2,2;3;3;105,6;1128,9
100854;Köp;5;11,5;2,2;3;3;109,4;943
100855;Köp;5;11,5;2,2;2;3;111,4;801
100856;Köp;5;11,5;2,2;3;3;112,3;1200,5
100857;Köp;5;11,5;2,2;2;3;112,7;932
100858;Köp;5;11,5;2,2;3;3;112,7;1152,9
100859;Köp;5;11,5;2,2;2;3;116,7;1007,1
100860;Köp;5;11,5;2,2;3;3;117;1214,5
100861;Köp;5;11,5;2,2;3;3;119;1247,1
100862;Köp;5;11,5;2,2;2;3;119,2;916,6
100863;Köp;5;11,5;2,2;3;3;120,1;1088,1
100864;Köp;5;11,5;2,2;3;3;122,9;1209,3
100865;Köp;5;11,5;2,2;3;3;123,4;1076
100866;Köp;5;11,5;2,2;3;3;129,6;1141,8
100867;Köp;5;11,5;2,2;1;4;98,4;604,2
100868;Köp;5;11,5;2,2;2;4;98,4;859
100869;Köp;5;11,5;2,2;2;4;102,4;880,6
100870;Köp;5;11,5;2,2;2;4;103,1;855,7
100871;Köp;5;11,5;2,2;2;4;104,4;795,5
100872;Köp;5;11,5;2,2;1;4;104,4;729,8
100873;Köp;5;11,5;2,2;2;4;105,2;826,9
100874;Köp;5;11,5;2,2;2;4;105,4;748,3
100875;Köp;5;11,5;2,2;2;4;106,3;723,9
100876;Köp;5;11,5;2,2;2;4;106,7;760,8
100877;Köp;5;11,5;2,2;1;4;106,8;654,7
100878;Köp;5;11,5;2,2;3;4;110,1;1105,4
100879;Köp;5;11,5;2,2;2;4;110,3;857
100880;Köp;5;11,5;2,2;3;4;110,5;1106,1
100881;Köp;5;11,5;2,2;2;4;111;838,1
100882;Köp;5;11,5;2,2;1;4;111,1;661
100883;Köp;5;11,5;2,2;2;4;111,7;942,7
100884;Köp;5;11,5;2,2;1;4;115,5;714,9
100885;Köp;5;11,5;2,2;2;4;121;784,1
100886;Köp;5;11,5;2,2;2;4;121,8;935,4
100887;Köp;5;11,5;2,2;2;4;123,4;789,8
100888;Köp;5;11,5;2,2;3;4;128,6;1120,1
100889;Köp;5;11,5;2,2;2;4;130,9;896,7
100890;Köp;5;11,5;2,2;3;4;130,9;1242,2
100891;Köp;5;11,5;2,2;2;4;131,8;1072,9
100892;Köp;5;11,5;2,2;1;5;111,5;713,6
100893;Köp;5;11,5;2,2;2;5;112,2;964,9
100894;Köp;5;11,5;2,2;2;5;114,9;998,5
100895;Köp;5;11,5;2,2;2;5;116,1;1019,4
100896;Köp;5;11,5;2,2;2;5;118,2;1049,6
100897;Köp;5;11,5;2,2;2;5;118,5;862,7
100898;Köp;5;11,5;2,2;2;5;120,4;956
100899;Köp;5;11,5;2,2;1;5;120,8;821,4
100900;Köp;5;11,5;2,2;2;5;121,1;807,7
100901;Köp;5;11,5;2,2;2;5;121,8;739,3
100902;Köp;5;11,5;2,2;3;5;126;917,3
100903;Köp;5;11,5;2,2;2;5;126,3;958,6
100904;Köp;5;11,5;2,2;2;5;128,3;1073,9
100905;Köp;5;11,5;2,2;3;5;132;1197,2
100906;Köp;5;11,5;2,2;3;5;134,6;1270,6
100907;Köp;5;11,5;2,2;2;5;138,3;1058
100908;Köp;5;11,5;2,2;2;5;140,6;957,5
100909;Köp;5;11,5;2,2;2;5;141,7;1323,5
100910;Köp;5;11,5;2,2;1;5;143,6;926,2
100911;Köp;5;11,5;2,2;2;5;145,2;1309,7
100912;Köp;5;11,5;2,2;2;5;146,2;1181,3
100913;Köp;5;11,5;2,2;2;5;146,4;1139
100914;Köp;5;11,5;2,2;2;5;148,2;1276
100915;Köp;5;11,5;2,2;3;5;148,6;1471,1
100916;Köp;5;11,5;2,2;3;5;152,4;1223,8
100917;Köp;5;11,5;2,2;2;5;199,9;1527,2
100918;Köp;5;11,5;2,2;3;6;149,3;1181
100919;Köp;5;11,5;2,2;2;6;151,4;1356,5
100920;Köp;5;11,5;2,2;1;6;151,7;1315,2
100921;Köp;5;11,5;2,2;2;6;152,5;1306,9
100922;Köp;5;11,5;2,2;3;6;153,8;1041,2
100923;Köp;5;11,5;2,2;2;6;154,6;1063,6
100924;Köp;5;11,5;2,2;2;6;155,3;1338,7
100925;Köp;5;11,5;2,2;3;6;157,9;1730,6
100926;Köp;5;11,5;2,2;3;6;159,8;1403
100927;Köp;5;11,5;2,2;2;6;160,5;1383,5
100928;Köp;5;11,5;2,2;3;6;162,9;1399,3
100929;Köp;5;11,5;2,2;2;6;164,8;1254,1
100930;Köp;5;11,5;2,2;3;6;165,5;1772,5
100931;Köp;5;11,5;2,2;2;6;170,3;1440,7
100932;Köp;5;11,5;2,2;3;6;173,3;1188,8
100933;Köp;5;11,5;2,2;2;6;209,1;1499,2
100934;Köp;5;11,5;2,2;3;6;215,4;2128,2
100935;Köp;5;11,5;2,2;3;6;220,4;2137,9
100936;Kre;6;6,7;4,2;2;1;23,5;210,6
100937;Kre;6;6,7;4,2;2;1;29,3;257,8
100938;Kre;6;6,7;4,2;3;1;29,5;338,7
100939;Kre;6;6,7;4,2;3;1;29,7;273,8
100940;Kre;6;6,7;4,2;1;1;30;155,4
100941;Kre;6;6,7;4,2;1;1;30,1;233,6
100942;Kre;6;6,7;4,2;3;1;30,9;301,6
100943;Kre;6;6,7;4,2;3;1;31;272,5
100944;Kre;6;6,7;4,2;2;1;31,2;242,4
100945;Kre;6;6,7;4,2;3;1;32;309,4
100946;Kre;6;6,7;4,2;2;1;32,1;287
100947;Kre;6;6,7;4,2;3;1;32,4;396,9
100948;Kre;6;6,7;4,2;2;1;33,3;249,4
100949;Kre;6;6,7;4,2;2;1;34,2;267,8
100950;Kre;6;6,7;4,2;2;1;34,4;309,3
100951;Kre;6;6,7;4,2;2;1;34,7;273,1
100952;Kre;6;6,7;4,2;2;1;35,8;332,9
100953;Kre;6;6,7;4,2;3;1;36,1;412,3
100954;Kre;6;6,7;4,2;2;1;36,4;275,9
100955;Kre;6;6,7;4,2;3;1;36,5;372,3
100956;Kre;6;6,7;4,2;2;1;36,7;301,3
100957;Kre;6;6,7;4,2;3;1;36,8;406,3
100958;Kre;6;6,7;4,2;3;1;37,2;447,1
100959;Kre;6;6,7;4,2;2;1;37,7;343,4
100960;Kre;6;6,7;4,2;1;1;38,3;293,4
100961;Kre;6;6,7;4,2;2;1;39,2;352
100962;Kre;6;6,7;4,2;3;1;39,2;423
100963;Kre;6;6,7;4,2;2;1;39,3;294,4
100964;Kre;6;6,7;4,2;3;1;39,4;397,2
100965;Kre;6;6,7;4,2;1;1;39,7;255,7
100966;Kre;6;6,7;4,2;2;1;40,1;312,8
100967;Kre;6;6,7;4,2;2;1;40,2;359,4
100968;Kre;6;6,7;4,2;1;1;40,4;293,3
100969;Kre;6;6,7;4,2;1;1;40,7;275,1
100970;Kre;6;6,7;4,2;3;1;41;429,3
100971;Kre;6;6,7;4,2;1;1;41,1;253,6
100972;Kre;6;6,7;4,2;3;1;41,1;455,8
100973;Kre;6;6,7;4,2;2;1;41,4;344,9
100974;Kre;6;6,7;4,2;3;1;41,4;384,2
100975;Kre;6;6,7;4,2;2;1;41,8;373,3
100976;Kre;6;6,7;4,2;2;1;42;326,3
100977;Kre;6;6,7;4,2;2;1;42,2;402,2
100978;Kre;6;6,7;4,2;1;1;42,3;310,9
100979;Kre;6;6,7;4,2;2;1;42,5;348,9
100980;Kre;6;6,7;4,2;3;1;42,6;426
100981;Kre;6;6,7;4,2;2;1;42,9;382,2
100982;Kre;6;6,7;4,2;1;1;43,4;278,6
100983;Kre;6;6,7;4,2;3;1;43,5;442
100984;Kre;6;6,7;4,2;1;1;43,7;232
100985;Kre;6;6,7;4,2;2;1;44,1;367,8
100986;Kre;6;6,7;4,2;2;1;44,8;394,2
100987;Kre;6;6,7;4,2;3;1;45,4;457,6
100988;Kre;6;6,7;4,2;2;1;45,7;374,3
100989;Kre;6;6,7;4,2;1;1;47,2;271,4
100990;Kre;6;6,7;4,2;2;1;47,3;381,7
100991;Kre;6;6,7;4,2;3;1;47,7;517,5
100992;Kre;6;6,7;4,2;1;1;48,6;375,2
100993;Kre;6;6,7;4,2;1;1;48,9;298,8
100994;Kre;6;6,7;4,2;1;1;50;276,5
100995;Kre;6;6,7;4,2;2;1;50,5;412,1
100996;Kre;6;6,7;4,2;3;1;51,5;502,1
100997;Kre;6;6,7;4,2;1;1;53,9;368,1
100998;Kre;6;6,7;4,2;2;2;46,4;394,9
100999;Kre;6;6,7;4,2;2;2;50;413
101000;Kre;6;6,7;4,2;2;2;50,7;377,2
101001;Kre;6;6,7;4,2;1;2;50,9;324,2
101002;Kre;6;6,7;4,2;3;2;51,3;436,1
101003;Kre;6;6,7;4,2;1;2;53,6;329,6
101004;Kre;6;6,7;4,2;2;2;53,6;428,8
101005;Kre;6;6,7;4,2;3;2;53,8;484,7
101006;Kre;6;6,7;4,2;2;2;54,8;491,6
101007;Kre;6;6,7;4,2;3;2;56,5;524,9
101008;Kre;6;6,7;4,2;1;2;57;407,6
101009;Kre;6;6,7;4,2;2;2;57,1;428,3
101010;Kre;6;6,7;4,2;3;2;57,7;608,7
101011;Kre;6;6,7;4,2;2;2;58,2;455,1
101012;Kre;6;6,7;4,2;1;2;58,4;307,2
101013;Kre;6;6,7;4,2;1;2;59,1;432,6
101014;Kre;6;6,7;4,2;1;2;59,9;415,1
101015;Kre;6;6,7;4,2;2;2;60,2;488,2
101016;Kre;6;6,7;4,2;2;2;61,2;464,5
101017;Kre;6;6,7;4,2;1;2;62,1;440,3
101018;Kre;6;6,7;4,2;2;2;62,4;481,1
101019;Kre;6;6,7;4,2;1;2;63,2;381,7
101020;Kre;6;6,7;4,2;1;2;64;459,5
101021;Kre;6;6,7;4,2;3;2;64;594,6
101022;Kre;6;6,7;4,2;3;2;64,7;731,1
101023;Kre;6;6,7;4,2;2;2;65,4;620
101024;Kre;6;6,7;4,2;1;2;67,2;460,3
101025;Kre;6;6,7;4,2;3;2;67,3;745,7
101026;Kre;6;6,7;4,2;3;2;69;770
101027;Kre;6;6,7;4,2;1;2;69,1;425,7
101028;Kre;6;6,7;4,2;1;2;70,9;542,4
101029;Kre;6;6,7;4,2;3;2;71,4;676,2
101030;Kre;6;6,7;4,2;3;2;71,6;658,7
101031;Kre;6;6,7;4,2;3;2;71,9;742,7
101032;Kre;6;6,7;4,2;1;2;72,1;480,9
101033;Kre;6;6,7;4,2;1;2;72,3;378,9
101034;Kre;6;6,7;4,2;2;2;72,5;597,4
101035;Kre;6;6,7;4,2;2;2;74,6;588,6
101036;Kre;6;6,7;4,2;1;2;74,7;382,5
101037;Kre;6;6,7;4,2;2;2;77,2;689,4
101038;Kre;6;6,7;4,2;3;2;78,9;843,4
101039;Kre;6;6,7;4,2;1;2;81,5;503,7
101040;Kre;6;6,7;4,2;2;2;83,7;752,5
101041;Kre;6;6,7;4,2;1;2;85,6;496,5
101042;Kre;6;6,7;4,2;2;2;86,7;812,4
101043;Kre;6;6,7;4,2;2;2;87;683,8
101044;Kre;6;6,7;4,2;1;3;71,1;465,1
101045;Kre;6;6,7;4,2;2;3;73,3;517,7
101046;Kre;6;6,7;4,2;2;3;76,7;617,2
101047;Kre;6;6,7;4,2;1;3;77,9;600,8
101048;Kre;6;6,7;4,2;1;3;78;495,1
101049;Kre;6;6,7;4,2;2;3;78,4;574,1
101050;Kre;6;6,7;4,2;3;3;78,5;642,5
101051;Kre;6;6,7;4,2;2;3;79,4;770,8
101052;Kre;6;6,7;4,2;2;3;79,9;601,4
101053;Kre;6;6,7;4,2;2;3;79,9;872,9
101054;Kre;6;6,7;4,2;2;3;80,5;570,4
101055;Kre;6;6,7;4,2;2;3;82,3;832,4
101056;Kre;6;6,7;4,2;2;3;82,4;772,3
101057;Kre;6;6,7;4,2;2;3;84;687,7
101058;Kre;6;6,7;4,2;1;3;84,8;606,2
101059;Kre;6;6,7;4,2;3;3;85,5;643,9
101060;Kre;6;6,7;4,2;2;3;85,7;767,5
101061;Kre;6;6,7;4,2;2;3;87,9;595,1
101062;Kre;6;6,7;4,2;2;3;88,4;565,2
101063;Kre;6;6,7;4,2;2;3;88,4;761,6
101064;Kre;6;6,7;4,2;2;3;89,2;790,8
101065;Kre;6;6,7;4,2;2;3;89,8;866,7
101066;Kre;6;6,7;4,2;2;3;90;747,8
101067;Kre;6;6,7;4,2;2;3;92,8;808,4
101068;Kre;6;6,7;4,2;3;3;93,9;847,1
101069;Kre;6;6,7;4,2;2;3;94,8;762,2
101070;Kre;6;6,7;4,2;2;3;95,2;873,7
101071;Kre;6;6,7;4,2;2;3;97,3;793,3
101072;Kre;6;6,7;4,2;3;3;97,7;974,4
101073;Kre;6;6,7;4,2;2;3;98,8;754,9
101074;Kre;6;6,7;4,2;2;3;100,2;874,9
101075;Kre;6;6,7;4,2;2;3;100,4;748,6
101076;Kre;6;6,7;4,2;1;3;100,5;777,7
101077;Kre;6;6,7;4,2;3;3;100,8;992,4
101078;Kre;6;6,7;4,2;2;3;103;791
101079;Kre;6;6,7;4,2;3;3;105,8;1072,8
101080;Kre;6;6,7;4,2;2;3;106,2;857
101081;Kre;6;6,7;4,2;2;3;106,9;781
101082;Kre;6;6,7;4,2;2;3;112,3;901,6
101083;Kre;6;6,7;4,2;3;3;113,1;1229,6
101084;Kre;6;6,7;4,2;3;3;117,5;1033,9
101085;Kre;6;6,7;4,2;2;3;119,9;1068,3
101086;Kre;6;6,7;4,2;3;3;121,9;1136,1
101087;Kre;6;6,7;4,2;2;3;124,3;1194,9
101088;Kre;6;6,7;4,2;1;4;75,3;530,1
101089;Kre;6;6,7;4,2;1;4;86,6;542,1
101090;Kre;6;6,7;4,2;1;4;89,3;537,6
101091;Kre;6;6,7;4,2;1;4;89,5;598,8
101092;Kre;6;6,7;4,2;3;4;91,6;829
101093;Kre;6;6,7;4,2;1;4;94,3;661
101094;Kre;6;6,7;4,2;2;4;95,6;766,7
101095;Kre;6;6,7;4,2;1;4;104,7;631,3
101096;Kre;6;6,7;4,2;2;4;107,1;822,5
101097;Kre;6;6,7;4,2;1;4;107,4;697
101098;Kre;6;6,7;4,2;3;4;107,6;1088,9
101099;Kre;6;6,7;4,2;2;4;108,2;849,4
101100;Kre;6;6,7;4,2;2;4;113,4;883,4
101101;Kre;6;6,7;4,2;2;4;114,8;963,2
101102;Kre;6;6,7;4,2;2;4;115,7;1008,9
101103;Kre;6;6,7;4,2;1;4;116,3;701,3
101104;Kre;6;6,7;4,2;2;4;116,7;997,8
101105;Kre;6;6,7;4,2;3;4;119,1;1101,7
101106;Kre;6;6,7;4,2;1;4;119,2;714
101107;Kre;6;6,7;4,2;1;4;119,8;826,6
101108;Kre;6;6,7;4,2;3;4;123,2;1145,8
101109;Kre;6;6,7;4,2;2;4;124,3;876,3
101110;Kre;6;6,7;4,2;2;4;124,6;1018
101111;Kre;6;6,7;4,2;1;4;126,5;707,1
101112;Kre;6;6,7;4,2;2;4;130,8;1162,8
101113;Kre;6;6,7;4,2;1;4;137,3;891,1
101114;Kre;6;6,7;4,2;2;4;140,3;1272,5
101115;Kre;6;6,7;4,2;2;4;141,3;1225,1
101116;Kre;6;6,7;4,2;3;4;141,4;1486,1
101117;Kre;6;6,7;4,2;2;4;149,1;1183,9
101118;Kre;6;6,7;4,2;1;4;150,8;1037,5
101119;Kre;6;6,7;4,2;2;4;154,5;1141,8
101120;Kre;6;6,7;4,2;2;4;178;1336,8
101121;Kre;6;6,7;4,2;2;4;211,2;1953,6
101122;Kre;6;6,7;4,2;2;4;231;1707,1
101123;Kre;6;6,7;4,2;2;4;297,4;2236,4
101124;Kre;6;6,7;4,2;2;5;120,1;1001,6
101125;Kre;6;6,7;4,2;1;5;126;864,4
101126;Kre;6;6,7;4,2;2;5;126,3;975
101127;Kre;6;6,7;4,2;2;5;126,6;1064,7
101128;Kre;6;6,7;4,2;3;5;126,6;1290,1
101129;Kre;6;6,7;4,2;2;5;127,8;1044,1
101130;Kre;6;6,7;4,2;1;5;128;862,7
101131;Kre;6;6,7;4,2;3;5;131,1;1347,7
101132;Kre;6;6,7;4,2;1;5;131,5;919,2
101133;Kre;6;6,7;4,2;2;5;132,3;1055,8
101134;Kre;6;6,7;4,2;1;5;133;915
101135;Kre;6;6,7;4,2;3;5;133,2;1308
101136;Kre;6;6,7;4,2;2;5;133,4;1015,2
101137;Kre;6;6,7;4,2;3;5;134,1;1271,3
101138;Kre;6;6,7;4,2;3;5;138,7;1385,6
101139;Kre;6;6,7;4,2;2;5;138,9;1025,1
101140;Kre;6;6,7;4,2;3;5;139,6;1616,6
101141;Kre;6;6,7;4,2;3;5;143,3;1294
101142;Kre;6;6,7;4,2;2;5;146,9;1057,7
101143;Kre;6;6,7;4,2;3;5;148,8;1358,5
101144;Kre;6;6,7;4,2;1;5;151,5;777,2
101145;Kre;6;6,7;4,2;1;5;151,6;924,8
101146;Kre;6;6,7;4,2;2;5;152,9;1136
101147;Kre;6;6,7;4,2;1;5;154,4;1091,6
101148;Kre;6;6,7;4,2;3;5;154,7;1366
101149;Kre;6;6,7;4,2;2;5;155,9;1222,3
101150;Kre;6;6,7;4,2;2;5;157,1;1253,7
101151;Kre;6;6,7;4,2;1;5;158;1131,3
101152;Kre;6;6,7;4,2;1;5;159,1;1156,7
101153;Kre;6;6,7;4,2;2;5;161,9;1290,3
101154;Kre;6;6,7;4,2;2;5;166,1;1513,2
101155;Kre;6;6,7;4,2;3;5;171,1;1569
101156;Kre;6;6,7;4,2;3;6;172,3;1819,3
101157;Kre;6;6,7;4,2;2;6;174,1;1709,3
101158;Kre;6;6,7;4,2;3;6;177,8;1657
101159;Kre;6;6,7;4,2;2;6;180,1;1963,6
101160;Kre;6;6,7;4,2;2;6;183,5;1481,2
101161;Kre;6;6,7;4,2;2;6;189,5;1749,8
101162;Kre;6;6,7;4,2;3;6;212,9;2127,8
101163;Kre;6;6,7;4,2;3;6;220,4;2642,2
101164;Kre;6;6,7;4,2;3;6;255,9;2743,7
101165;Kre;6;6,7;4,2;2;6;257,1;2485,1
101166;Kre;6;6,7;4,2;2;6;261,4;2013
101167;Kre;6;6,7;4,2;3;6;263,1;2699,4
101168;Kre;6;6,7;4,2;2;6;312,7;2356,7
101169;Kre;6;6,7;4,2;3;6;315,2;3014,3
101170;Lic;7;8,8;4,3;1;1;25,5;204
101171;Lic;7;8,8;4,3;1;1;30,9;222,2
101172;Lic;7;8,8;4,3;3;1;31,2;299,8
101173;Lic;7;8,8;4,3;2;1;31,3;264,8
101174;Lic;7;8,8;4,3;2;1;31,4;275,1
101175;Lic;7;8,8;4,3;1;1;31,7;221,3
101176;Lic;7;8,8;4,3;3;1;31,7;299,6
101177;Lic;7;8,8;4,3;2;1;32,1;275,1
101178;Lic;7;8,8;4,3;3;1;32,1;320,4
101179;Lic;7;8,8;4,3;1;1;32,3;249
101180;Lic;7;8,8;4,3;2;1;33,3;304,7
101181;Lic;7;8,8;4,3;2;1;33,7;272,3
101182;Lic;7;8,8;4,3;3;1;35,5;344,4
101183;Lic;7;8,8;4,3;1;1;36,1;281,9
101184;Lic;7;8,8;4,3;2;1;36,4;321,8
101185;Lic;7;8,8;4,3;3;1;37,3;365,9
101186;Lic;7;8,8;4,3;2;1;37,4;301,8
101187;Lic;7;8,8;4,3;3;1;38;392,2
101188;Lic;7;8,8;4,3;2;1;38,1;299,5
101189;Lic;7;8,8;4,3;2;1;38,3;350,1
101190;Lic;7;8,8;4,3;2;1;38,7;378,9
101191;Lic;7;8,8;4,3;1;1;39,2;311,6
101192;Lic;7;8,8;4,3;1;1;40;314,8
101193;Lic;7;8,8;4,3;2;1;40,5;381,1
101194;Lic;7;8,8;4,3;2;1;40,9;386,5
101195;Lic;7;8,8;4,3;2;1;43,5;386,7
101196;Lic;7;8,8;4,3;1;1;43,8;327,6
101197;Lic;7;8,8;4,3;3;1;44;455,4
101198;Lic;7;8,8;4,3;2;2;35,1;326,1
101199;Lic;7;8,8;4,3;1;2;36,1;246,2
101200;Lic;7;8,8;4,3;1;2;36,3;264,3
101201;Lic;7;8,8;4,3;2;2;37,7;323,5
101202;Lic;7;8,8;4,3;2;2;40,9;328,4
101203;Lic;7;8,8;4,3;1;2;42,3;348,1
101204;Lic;7;8,8;4,3;1;2;43,3;350,3
101205;Lic;7;8,8;4,3;2;2;43,3;386,2
