Nummer;Stadtteil;Ortskode;WestOst;NordSüd;Lage;Zimmer;Fläche;Miete
102622;Pre;12;7,4;5,1;2;5;152,7;1227,7
102623;Pre;12;7,4;5,1;2;5;155,7;1155,3
102624;Pre;12;7,4;5,1;2;5;157,1;1266,2
102625;Pre;12;7,4;5,1;1;5;158,5;1092,1
102626;Pre;12;7,4;5,1;2;5;158,7;1274,4
102627;Pre;12;7,4;5,1;2;5;162,6;1364,2
102628;Pre;12;7,4;5,1;1;5;164;1198,8
102629;Rei;13;4,5;6,5;2;1;25,5;215,2
102630;Rei;13;4,5;6,5;3;1;26,7;291
102631;Rei;13;4,5;6,5;2;1;26,8;234,2
102632;Rei;13;4,5;6,5;1;1;27,8;219,1
102633;Rei;13;4,5;6,5;3;1;28,5;295
102634;Rei;13;4,5;6,5;2;1;28,7;221,6
102635;Rei;13;4,5;6,5;2;1;29,1;254,3
102636;Rei;13;4,5;6,5;2;1;30;264
102637;Rei;13;4,5;6,5;1;1;30,4;180,9
102638;Rei;13;4,5;6,5;3;1;30,4;310,4
102639;Rei;13;4,5;6,5;1;1;30,9;224,3
102640;Rei;13;4,5;6,5;2;1;31,4;280,7
102641;Rei;13;4,5;6,5;3;1;31,7;329
102642;Rei;13;4,5;6,5;2;1;32,7;286,8
102643;Rei;13;4,5;6,5;1;1;33,1;205,2
102644;Rei;13;4,5;6,5;3;1;33,2;350,6
102645;Rei;13;4,5;6,5;2;1;33,9;267,8
102646;Rei;13;4,5;6,5;2;1;34,9;298,7
102647;Rei;13;4,5;6,5;1;1;35,2;223,2
102648;Rei;13;4,5;6,5;3;1;35,7;348,1
102649;Rei;13;4,5;6,5;2;1;36,3;272,6
102650;Rei;13;4,5;6,5;3;1;36,5;356,2
102651;Rei;13;4,5;6,5;3;1;37,6;441,8
102652;Rei;13;4,5;6,5;2;1;37,8;341,3
102653;Rei;13;4,5;6,5;3;1;39,6;395,2
102654;Rei;13;4,5;6,5;2;1;40,4;344,2
102655;Rei;13;4,5;6,5;1;1;40,7;286,5
102656;Rei;13;4,5;6,5;3;1;41,1;372
102657;Rei;13;4,5;6,5;3;1;41,6;467,2
102658;Rei;13;4,5;6,5;2;1;42,2;365,5
102659;Rei;13;4,5;6,5;1;1;44,3;316,3
102660;Rei;13;4,5;6,5;2;1;45;431,1
102661;Rei;13;4,5;6,5;3;1;46,9;424,9
102662;Rei;13;4,5;6,5;3;1;47,4;505,3
102663;Rei;13;4,5;6,5;2;1;48,1;403,1
102664;Rei;13;4,5;6,5;3;1;50,8;559,3
102665;Rei;13;4,5;6,5;3;1;51,2;496,1
102666;Rei;13;4,5;6,5;3;1;56,4;613,6
102667;Rei;13;4,5;6,5;3;1;56,9;561
102668;Rei;13;4,5;6,5;2;2;42,5;260,4
102669;Rei;13;4,5;6,5;2;2;43,1;352,9
102670;Rei;13;4,5;6,5;2;2;44,9;477,8
102671;Rei;13;4,5;6,5;2;2;45;374,1
102672;Rei;13;4,5;6,5;1;2;45,5;334,3
102673;Rei;13;4,5;6,5;1;2;45,8;400,7
102674;Rei;13;4,5;6,5;1;2;46,4;385,3
102675;Rei;13;4,5;6,5;2;2;47,1;458,1
102676;Rei;13;4,5;6,5;2;2;47,2;426
102677;Rei;13;4,5;6,5;2;2;47,5;374
102678;Rei;13;4,5;6,5;1;2;48,2;312,5
102679;Rei;13;4,5;6,5;1;2;48,3;333,4
102680;Rei;13;4,5;6,5;2;2;49,1;458,3
102681;Rei;13;4,5;6,5;1;2;49,4;413,9
102682;Rei;13;4,5;6,5;2;2;49,8;498,9
102683;Rei;13;4,5;6,5;1;2;50,1;421,8
102684;Rei;13;4,5;6,5;1;2;50,1;434,8
102685;Rei;13;4,5;6,5;1;2;50,5;364,6
102686;Rei;13;4,5;6,5;1;2;51,2;465,9
102687;Rei;13;4,5;6,5;1;2;51,3;400,4
102688;Rei;13;4,5;6,5;2;2;52;468,9
102689;Rei;13;4,5;6,5;1;2;53,2;435,1
102690;Rei;13;4,5;6,5;2;2;53,4;399,4
102691;Rei;13;4,5;6,5;1;2;54,3;415,9
102692;Rei;13;4,5;6,5;2;2;55,6;489,9
102693;Rei;13;4,5;6,5;1;2;55,9;407,7
102694;Rei;13;4,5;6,5;2;2;55,9;459
102695;Rei;13;4,5;6,5;2;2;56,4;469,4
102696;Rei;13;4,5;6,5;2;2;57,1;541,9
102697;Rei;13;4,5;6,5;1;2;57,5;401
102698;Rei;13;4,5;6,5;2;2;57,6;482,3
102699;Rei;13;4,5;6,5;1;2;58,2;418,3
102700;Rei;13;4,5;6,5;1;2;58,4;486
102701;Rei;13;4,5;6,5;2;2;58,8;530,7
102702;Rei;13;4,5;6,5;2;2;59,1;479
102703;Rei;13;4,5;6,5;1;2;59,5;434,3
102704;Rei;13;4,5;6,5;1;2;59,8;525
102705;Rei;13;4,5;6,5;1;2;60,1;566,5
102706;Rei;13;4,5;6,5;1;2;60,6;377,5
102707;Rei;13;4,5;6,5;2;2;60,6;502,2
102708;Rei;13;4,5;6,5;1;2;61,1;438,2
102709;Rei;13;4,5;6,5;2;2;61,9;506,2
102710;Rei;13;4,5;6,5;1;2;62,3;555,6
102711;Rei;13;4,5;6,5;2;2;62,4;608,4
102712;Rei;13;4,5;6,5;1;2;62,5;509
102713;Rei;13;4,5;6,5;1;2;62,9;466
102714;Rei;13;4,5;6,5;2;2;63;560,2
102715;Rei;13;4,5;6,5;2;2;63,5;650,5
102716;Rei;13;4,5;6,5;1;2;63,9;383,5
102717;Rei;13;4,5;6,5;1;2;63,9;525,1
102718;Rei;13;4,5;6,5;1;2;64,1;556,2
102719;Rei;13;4,5;6,5;2;2;64,4;619,6
102720;Rei;13;4,5;6,5;1;2;64,5;532,3
102721;Rei;13;4,5;6,5;1;2;64,9;421,2
102722;Rei;13;4,5;6,5;2;2;65,4;482,5
102723;Rei;13;4,5;6,5;1;2;65,8;592,3
102724;Rei;13;4,5;6,5;1;2;66,5;486,1
102725;Rei;13;4,5;6,5;2;2;66,8;614,9
102726;Rei;13;4,5;6,5;1;2;67,3;482,8
102727;Rei;13;4,5;6,5;1;2;67,6;389,5
102728;Rei;13;4,5;6,5;2;2;67,6;582,8
102729;Rei;13;4,5;6,5;1;2;67,8;547,8
102730;Rei;13;4,5;6,5;1;2;68;413
102731;Rei;13;4,5;6,5;1;2;68,1;504
102732;Rei;13;4,5;6,5;1;2;69,2;423,7
102733;Rei;13;4,5;6,5;1;2;69,2;556
102734;Rei;13;4,5;6,5;1;2;69,8;383,2
102735;Rei;13;4,5;6,5;2;2;70,4;582,1
102736;Rei;13;4,5;6,5;2;2;70,7;712,5
102737;Rei;13;4,5;6,5;1;2;71,4;626,7
102738;Rei;13;4,5;6,5;3;2;74,9;758
102739;Rei;13;4,5;6,5;1;2;75,6;551,1
102740;Rei;13;4,5;6,5;2;2;75,6;717,5
102741;Rei;13;4,5;6,5;2;2;82,5;771,8
102742;Rei;13;4,5;6,5;1;2;82,7;584,1
102743;Rei;13;4,5;6,5;2;3;69,4;595,4
102744;Rei;13;4,5;6,5;1;3;70;372,6
102745;Rei;13;4,5;6,5;2;3;71,5;684,4
102746;Rei;13;4,5;6,5;1;3;73,7;413,4
102747;Rei;13;4,5;6,5;3;3;74,9;501,8
102748;Rei;13;4,5;6,5;2;3;75,7;635,7
102749;Rei;13;4,5;6,5;2;3;76,1;621
102750;Rei;13;4,5;6,5;3;3;76,6;692,9
102751;Rei;13;4,5;6,5;2;3;77,8;615,3
102752;Rei;13;4,5;6,5;2;3;78,2;677,4
102753;Rei;13;4,5;6,5;1;3;78,8;530,8
102754;Rei;13;4,5;6,5;1;3;79,1;568,3
102755;Rei;13;4,5;6,5;1;3;79,3;681,2
102756;Rei;13;4,5;6,5;2;3;79,5;764,8
102757;Rei;13;4,5;6,5;2;3;81,3;793,2
102758;Rei;13;4,5;6,5;2;3;81,4;598,4
102759;Rei;13;4,5;6,5;2;3;81,6;668,6
102760;Rei;13;4,5;6,5;2;3;81,7;739,7
102761;Rei;13;4,5;6,5;1;3;82,3;649,6
102762;Rei;13;4,5;6,5;1;3;83;695,4
102763;Rei;13;4,5;6,5;1;3;84,1;641,5
102764;Rei;13;4,5;6,5;3;3;84,4;761,2
102765;Rei;13;4,5;6,5;3;3;85;888,1
102766;Rei;13;4,5;6,5;2;3;85,7;671
102767;Rei;13;4,5;6,5;2;3;86,2;781,3
102768;Rei;13;4,5;6,5;2;3;86,4;729,3
102769;Rei;13;4,5;6,5;1;3;87;540,5
102770;Rei;13;4,5;6,5;1;3;88,4;626,6
102771;Rei;13;4,5;6,5;2;3;88,8;867,8
102772;Rei;13;4,5;6,5;1;3;89,3;825,1
102773;Rei;13;4,5;6,5;1;3;89,4;712,9
102774;Rei;13;4,5;6,5;2;3;89,9;891,5
102775;Rei;13;4,5;6,5;1;3;90,7;665,9
102776;Rei;13;4,5;6,5;2;3;90,8;761,2
102777;Rei;13;4,5;6,5;1;3;91,4;499,4
102778;Rei;13;4,5;6,5;1;3;91,9;816,8
102779;Rei;13;4,5;6,5;1;3;92,7;708,6
102780;Rei;13;4,5;6,5;2;3;93,7;866,3
102781;Rei;13;4,5;6,5;1;3;93,9;642,4
102782;Rei;13;4,5;6,5;2;3;94,2;839,1
102783;Rei;13;4,5;6,5;2;3;94,6;762,2
102784;Rei;13;4,5;6,5;3;3;94,8;1002,5
102785;Rei;13;4,5;6,5;2;3;96,1;645,4
102786;Rei;13;4,5;6,5;2;3;97,5;584,5
102787;Rei;13;4,5;6,5;1;3;98,2;775,5
102788;Rei;13;4,5;6,5;1;3;98,2;946,2
102789;Rei;13;4,5;6,5;3;3;99;894,1
102790;Rei;13;4,5;6,5;3;3;104,3;763,5
102791;Rei;13;4,5;6,5;2;3;104,3;866,3
102792;Rei;13;4,5;6,5;1;3;105;735,3
102793;Rei;13;4,5;6,5;3;3;105,6;858
102794;Rei;13;4,5;6,5;3;3;107,2;975,9
102795;Rei;13;4,5;6,5;2;3;108,3;806,6
102796;Rei;13;4,5;6,5;1;3;109,2;629,6
102797;Rei;13;4,5;6,5;1;3;109,4;875,7
102798;Rei;13;4,5;6,5;1;3;110,5;838,9
102799;Rei;13;4,5;6,5;2;3;112,5;989,8
102800;Rei;13;4,5;6,5;3;3;112,6;822
102801;Rei;13;4,5;6,5;3;3;116,1;1094,3
102802;Rei;13;4,5;6,5;3;3;119,1;1328,1
102803;Rei;13;4,5;6,5;1;3;128,5;944,3
102804;Rei;13;4,5;6,5;2;3;128,9;1128,6
102805;Rei;13;4,5;6,5;3;4;85,3;732,7
102806;Rei;13;4,5;6,5;3;4;85,7;937,6
102807;Rei;13;4,5;6,5;2;4;87,8;724,4
102808;Rei;13;4,5;6,5;3;4;88;829,8
102809;Rei;13;4,5;6,5;3;4;90,8;778,2
102810;Rei;13;4,5;6,5;3;4;91,3;988,8
102811;Rei;13;4,5;6,5;2;4;91,7;755,6
102812;Rei;13;4,5;6,5;2;4;91,9;681
102813;Rei;13;4,5;6,5;2;4;95,1;937,7
102814;Rei;13;4,5;6,5;1;4;95,4;607,7
102815;Rei;13;4,5;6,5;2;4;95,6;810,7
102816;Rei;13;4,5;6,5;1;4;95,8;673,5
102817;Rei;13;4,5;6,5;2;4;96,3;801,2
102818;Rei;13;4,5;6,5;3;4;96,5;889,7
102819;Rei;13;4,5;6,5;1;4;99,6;726,1
102820;Rei;13;4,5;6,5;2;4;100,1;835,8
102821;Rei;13;4,5;6,5;2;4;100,4;735,9
102822;Rei;13;4,5;6,5;3;4;100,6;980,9
102823;Rei;13;4,5;6,5;3;4;101,2;1020,1
102824;Rei;13;4,5;6,5;1;4;101,4;683,4
102825;Rei;13;4,5;6,5;2;4;101,6;821,9
102826;Rei;13;4,5;6,5;1;4;102,2;722,6
102827;Rei;13;4,5;6,5;3;4;102,2;952,5
102828;Rei;13;4,5;6,5;3;4;102,3;991,3
102829;Rei;13;4,5;6,5;2;4;103,2;778,1
102830;Rei;13;4,5;6,5;3;4;104,1;921,3
102831;Rei;13;4,5;6,5;3;4;104,1;1075,4
102832;Rei;13;4,5;6,5;3;4;105,4;951,8
102833;Rei;13;4,5;6,5;1;4;106;830
102834;Rei;13;4,5;6,5;3;4;106,5;968,1
102835;Rei;13;4,5;6,5;1;4;106,8;662,2
102836;Rei;13;4,5;6,5;3;4;107,3;1124,5
102837;Rei;13;4,5;6,5;2;4;107,9;871,8
102838;Rei;13;4,5;6,5;2;4;108,5;1011,2
102839;Rei;13;4,5;6,5;2;4;108,7;887
102840;Rei;13;4,5;6,5;2;4;109;795,7
102841;Rei;13;4,5;6,5;3;4;110;1084,6
102842;Rei;13;4,5;6,5;1;4;110,1;739,9
102843;Rei;13;4,5;6,5;1;4;111,4;799,9
102844;Rei;13;4,5;6,5;2;4;111,6;941,9
102845;Rei;13;4,5;6,5;2;4;111,7;1024,3
102846;Rei;13;4,5;6,5;3;4;112,3;1158,9
102847;Rei;13;4,5;6,5;1;4;112,6;604,7
102848;Rei;13;4,5;6,5;2;4;112,9;917,9
102849;Rei;13;4,5;6,5;2;4;113,1;792,8
102850;Rei;13;4,5;6,5;3;4;113,3;1029,9
102851;Rei;13;4,5;6,5;2;4;113,6;883,8
102852;Rei;13;4,5;6,5;2;4;114,2;966,1
102853;Rei;13;4,5;6,5;3;4;114,3;1203,6
102854;Rei;13;4,5;6,5;3;4;114,9;1095
102855;Rei;13;4,5;6,5;2;4;115,4;886,3
102856;Rei;13;4,5;6,5;3;4;119;1129,3
102857;Rei;13;4,5;6,5;2;4;119,7;1003,1
102858;Rei;13;4,5;6,5;2;4;119,9;853,7
102859;Rei;13;4,5;6,5;2;4;120;993,6
102860;Rei;13;4,5;6,5;1;4;123;835,2
102861;Rei;13;4,5;6,5;2;4;123,1;958,9
102862;Rei;13;4,5;6,5;3;4;124,1;1267,1
102863;Rei;13;4,5;6,5;2;4;124,9;1041,7
102864;Rei;13;4,5;6,5;3;4;125,2;1175,6
102865;Rei;13;4,5;6,5;1;4;125,9;1007,2
102866;Rei;13;4,5;6,5;2;4;126,3;958,6
102867;Rei;13;4,5;6,5;1;4;129,6;970,7
102868;Rei;13;4,5;6,5;3;4;129,8;1301,9
102869;Rei;13;4,5;6,5;3;4;130;1258,4
102870;Rei;13;4,5;6,5;3;4;130,1;1433,7
102871;Rei;13;4,5;6,5;2;4;130,2;1002,5
102872;Rei;13;4,5;6,5;1;4;130,9;852,2
102873;Rei;13;4,5;6,5;3;4;131,9;1284,7
102874;Rei;13;4,5;6,5;2;4;132,9;1075,2
102875;Rei;13;4,5;6,5;2;4;132,9;1132,3
102876;Rei;13;4,5;6,5;3;4;132,9;1294,4
102877;Rei;13;4,5;6,5;1;4;134,2;911,2
102878;Rei;13;4,5;6,5;3;4;134,6;1342
102879;Rei;13;4,5;6,5;1;4;135,2;958,6
102880;Rei;13;4,5;6,5;2;4;135,3;1212,3
102881;Rei;13;4,5;6,5;3;4;136;1336,9
102882;Rei;13;4,5;6,5;3;4;138,7;1202,5
102883;Rei;13;4,5;6,5;2;5;107,9;774,7
102884;Rei;13;4,5;6,5;1;5;115;851
102885;Rei;13;4,5;6,5;1;5;116,9;865,1
102886;Rei;13;4,5;6,5;3;5;117,5;1074
102887;Rei;13;4,5;6,5;3;5;117,8;1130,9
102888;Rei;13;4,5;6,5;2;5;118;1032,5
102889;Rei;13;4,5;6,5;3;5;122,3;1166,7
102890;Rei;13;4,5;6,5;1;5;122,7;882,2
102891;Rei;13;4,5;6,5;3;5;123,5;1079,4
102892;Rei;13;4,5;6,5;1;5;151,7;1031,6
102893;Rei;13;4,5;6,5;3;5;151,8;1528,6
102894;Rei;13;4,5;6,5;3;5;152,9;1415,9
102895;Rei;13;4,5;6,5;1;5;155,6;1020,7
102896;Rei;13;4,5;6,5;3;5;156,6;1404,7
102897;Rei;13;4,5;6,5;1;5;157,2;1102
102898;Rei;13;4,5;6,5;3;5;157,8;1612,7
102899;Rei;13;4,5;6,5;3;5;157,9;1454,3
102900;Rei;13;4,5;6,5;2;5;158,8;1429,2
102901;Rei;13;4,5;6,5;1;5;161,6;1107
102902;Rei;13;4,5;6,5;3;5;162,6;1494,3
102903;Rei;13;4,5;6,5;3;5;163,4;1634
102904;Rei;13;4,5;6,5;2;5;165,2;1374,5
102905;Rei;13;4,5;6,5;2;5;165,2;1425,7
102906;Rei;13;4,5;6,5;1;5;165,4;1037,1
102907;Rei;13;4,5;6,5;2;5;166,7;1455,3
102908;Rei;13;4,5;6,5;2;5;168,7;1437,3
102909;Rei;13;4,5;6,5;2;5;171,2;1487,7
102910;Rei;13;4,5;6,5;2;5;173,7;1473
102911;Rei;13;4,5;6,5;2;5;176,7;1434,8
102912;Rei;13;4,5;6,5;2;5;178,8;1484
102913;Rei;13;4,5;6,5;2;5;184,6;1462
102914;Rei;13;4,5;6,5;2;5;186,8;1421,5
102915;Rei;13;4,5;6,5;3;5;186,9;1869
102916;Rei;13;4,5;6,5;2;5;191,8;1513,3
102917;Rei;13;4,5;6,5;3;5;192,4;1947,1
102918;Rei;13;4,5;6,5;2;5;222,2;1699,8
102919;Rei;13;4,5;6,5;3;5;222,8;1996,3
102920;Rei;13;4,5;6,5;3;5;223,5;2027,1
102921;Rei;13;4,5;6,5;2;6;181,7;1495,4
102922;Rei;13;4,5;6,5;3;6;185,3;1682,5
102923;Rei;13;4,5;6,5;2;6;185,8;1518
102924;Rei;13;4,5;6,5;3;6;186,4;1640,3
102925;Rei;13;4,5;6,5;3;6;187,7;1801,9
102926;Rei;13;4,5;6,5;2;6;189,1;1582,8
102927;Rei;13;4,5;6,5;3;6;189,8;1696,8
102928;Rei;13;4,5;6,5;2;6;190,3;1625,2
102929;Rei;13;4,5;6,5;3;6;192,5;1695,9
102930;Rei;13;4,5;6,5;2;6;193,5;1507,4
102931;Rei;13;4,5;6,5;2;6;193,6;1665
102932;Rei;13;4,5;6,5;3;6;194,2;1831,3
102933;Rei;13;4,5;6,5;2;6;195,5;1587,5
102934;Rei;13;4,5;6,5;2;6;197,8;1497,3
102935;Sch;14;5,6;3,8;3;1;24,2;240,1
102936;Sch;14;5,6;3,8;1;1;28,5;191,5
102937;Sch;14;5,6;3,8;2;1;29,2;260,5
102938;Sch;14;5,6;3,8;3;1;31,3;347,7
102939;Sch;14;5,6;3,8;2;1;31,6;314,7
102940;Sch;14;5,6;3,8;2;1;32,4;279,3
102941;Sch;14;5,6;3,8;2;1;33;330,3
102942;Sch;14;5,6;3,8;3;1;33;376,2
102943;Sch;14;5,6;3,8;2;1;33,3;272,4
102944;Sch;14;5,6;3,8;2;1;33,4;295,9
102945;Sch;14;5,6;3,8;1;1;33,5;179,2
102946;Sch;14;5,6;3,8;2;1;33,6;268,8
102947;Sch;14;5,6;3,8;3;1;33,7;361,3
102948;Sch;14;5,6;3,8;2;1;35;343
102949;Sch;14;5,6;3,8;2;1;35,8;309,7
102950;Sch;14;5,6;3,8;2;1;36;295,9
102951;Sch;14;5,6;3,8;1;1;36,2;270,8
102952;Sch;14;5,6;3,8;2;1;37,2;310,6
102953;Sch;14;5,6;3,8;2;1;37,5;361,5
102954;Sch;14;5,6;3,8;1;1;38,7;275,9
102955;Sch;14;5,6;3,8;1;1;39,4;300,2
102956;Sch;14;5,6;3,8;1;1;39,9;288,9
102957;Sch;14;5,6;3,8;2;1;40,8;331,3
102958;Sch;14;5,6;3,8;2;1;41,6;366,1
102959;Sch;14;5,6;3,8;3;1;41,7;424,9
102960;Sch;14;5,6;3,8;3;1;42,1;442,1
102961;Sch;14;5,6;3,8;1;1;44,2;386,3
102962;Sch;14;5,6;3,8;3;1;45,3;487,9
102963;Sch;14;5,6;3,8;1;1;47,2;339,8
102964;Sch;14;5,6;3,8;3;1;47,5;552,4
102965;Sch;14;5,6;3,8;1;1;47,8;380
102966;Sch;14;5,6;3,8;1;1;48,9;379
102967;Sch;14;5,6;3,8;2;1;49,7;457,3
102968;Sch;14;5,6;3,8;1;1;50,3;403,3
102969;Sch;14;5,6;3,8;1;1;51,1;422,1
102970;Sch;14;5,6;3,8;1;2;51,8;455,4
102971;Sch;14;5,6;3,8;3;2;53,2;541,3
102972;Sch;14;5,6;3,8;1;2;53,6;518,6
102973;Sch;14;5,6;3,8;2;2;54,6;486,4
102974;Sch;14;5,6;3,8;1;2;55;439
102975;Sch;14;5,6;3,8;2;2;57;551,8
102976;Sch;14;5,6;3,8;2;2;57,3;542,4
102977;Sch;14;5,6;3,8;2;2;57,4;433,1
102978;Sch;14;5,6;3,8;3;2;58,3;597,8
102979;Sch;14;5,6;3,8;1;2;59,2;424,3
102980;Sch;14;5,6;3,8;2;2;59,6;465
102981;Sch;14;5,6;3,8;1;2;60,4;448,2
102982;Sch;14;5,6;3,8;1;2;61,3;407,6
102983;Sch;14;5,6;3,8;2;2;62,4;547,5
102984;Sch;14;5,6;3,8;3;2;62,4;688,3
102985;Sch;14;5,6;3,8;2;2;62,6;509,9
102986;Sch;14;5,6;3,8;2;2;62,7;572,9
102987;Sch;14;5,6;3,8;2;2;63,2;672,1
102988;Sch;14;5,6;3,8;1;2;63,5;493,9
102989;Sch;14;5,6;3,8;2;2;64,7;628
102990;Sch;14;5,6;3,8;1;2;65,9;561,4
102991;Sch;14;5,6;3,8;3;2;66,6;749,6
102992;Sch;14;5,6;3,8;2;2;67,2;594,6
102993;Sch;14;5,6;3,8;2;2;68;655,1
102994;Sch;14;5,6;3,8;1;2;68,3;520,4
102995;Sch;14;5,6;3,8;1;2;69;577,3
102996;Sch;14;5,6;3,8;2;2;69,3;640,4
102997;Sch;14;5,6;3,8;2;2;69,6;456,6
102998;Sch;14;5,6;3,8;1;2;70,4;615,4
102999;Sch;14;5,6;3,8;2;2;70,7;765,9
103000;Sch;14;5,6;3,8;1;2;70,9;571,2
103001;Sch;14;5,6;3,8;1;2;71,1;441,3
103002;Sch;14;5,6;3,8;1;2;71,3;490
103003;Sch;14;5,6;3,8;2;2;71,3;641,9
103004;Sch;14;5,6;3,8;1;2;72,1;511,9
103005;Sch;14;5,6;3,8;1;2;73;633,3
103006;Sch;14;5,6;3,8;1;2;73,1;596,1
103007;Sch;14;5,6;3,8;3;2;73,3;706,6
103008;Sch;14;5,6;3,8;2;2;74;698,6
103009;Sch;14;5,6;3,8;2;2;75,4;661,2
103010;Sch;14;5,6;3,8;1;2;77,6;637,3
103011;Sch;14;5,6;3,8;1;2;79,1;579
103012;Sch;14;5,6;3,8;2;2;84,2;631,8
103013;Sch;14;5,6;3,8;1;2;86,2;817,9
103014;Sch;14;5,6;3,8;2;2;89,6;801
103015;Sch;14;5,6;3,8;2;2;90;894,8
103016;Sch;14;5,6;3,8;3;3;78,8;660,8
103017;Sch;14;5,6;3,8;3;3;79,2;721,9
103018;Sch;14;5,6;3,8;2;3;79,3;838,1
103019;Sch;14;5,6;3,8;2;3;79,5;728,8
103020;Sch;14;5,6;3,8;2;3;79,8;672,8
103021;Sch;14;5,6;3,8;3;3;82,4;823,5
103022;Sch;14;5,6;3,8;3;3;82,8;784,7
103023;Sch;14;5,6;3,8;1;3;84;748,8
103024;Sch;14;5,6;3,8;3;3;84,5;833,6
103025;Sch;14;5,6;3,8;1;3;84,8;621,2
103026;Sch;14;5,6;3,8;2;3;85,1;748,8
103027;Sch;14;5,6;3,8;3;3;86,3;700,4
103028;Sch;14;5,6;3,8;2;3;86,5;794,6
103029;Sch;14;5,6;3,8;3;3;88,4;735,6
103030;Sch;14;5,6;3,8;2;3;88,9;884,3
103031;Sch;14;5,6;3,8;2;3;89,1;710,5
103032;Sch;14;5,6;3,8;1;3;92,2;698,8
103033;Sch;14;5,6;3,8;1;3;93,4;754,6
103034;Sch;14;5,6;3,8;2;3;94,8;902,9
103035;Sch;14;5,6;3,8;1;3;95;785,8
103036;Sch;14;5,6;3,8;1;3;96,1;663,5
103037;Sch;14;5,6;3,8;2;3;100,8;807,6
103038;Sch;14;5,6;3,8;1;3;101,4;731,1
103039;Sch;14;5,6;3,8;2;3;101,6;766,6
103040;Sch;14;5,6;3,8;1;3;102;760,6
103041;Sch;14;5,6;3,8;2;3;102,8;836,8
103042;Sch;14;5,6;3,8;1;3;104,1;724,4
103043;Sch;14;5,6;3,8;2;3;108,1;1069
103044;Sch;14;5,6;3,8;3;3;108,5;945,4
103045;Sch;14;5,6;3,8;3;3;109,8;821,4
103046;Sch;14;5,6;3,8;3;3;112,3;1085,6
103047;Sch;14;5,6;3,8;3;3;113;1128,6
103048;Sch;14;5,6;3,8;2;3;117;839,2
103049;Sch;14;5,6;3,8;2;3;119,1;1056,7
103050;Sch;14;5,6;3,8;3;3;121,8;1139,1
103051;Sch;14;5,6;3,8;1;3;133,9;965,6
103052;Sch;14;5,6;3,8;2;3;152,9;1178,5
103053;Sch;14;5,6;3,8;3;4;91,8;1035
103054;Sch;14;5,6;3,8;3;4;98,4;730,5
103055;Sch;14;5,6;3,8;1;4;99,9;639,2
103056;Sch;14;5,6;3,8;1;4;99,9;757
103057;Sch;14;5,6;3,8;2;4;101,8;887,6
103058;Sch;14;5,6;3,8;2;4;103,3;934,6
103059;Sch;14;5,6;3,8;2;4;104,2;880
103060;Sch;14;5,6;3,8;2;4;107,1;985,3
103061;Sch;14;5,6;3,8;2;4;111,6;969,9
103062;Sch;14;5,6;3,8;1;4;111,7;629,1
103063;Sch;14;5,6;3,8;2;4;113,3;934,7
103064;Sch;14;5,6;3,8;2;4;113,7;934,2
103065;Sch;14;5,6;3,8;2;4;114,7;827,1
103066;Sch;14;5,6;3,8;2;4;118,6;910,3
103067;Sch;14;5,6;3,8;3;4;119,6;1096,1
103068;Sch;14;5,6;3,8;2;4;125,3;1061,2
103069;Sch;14;5,6;3,8;1;4;127,1;862,6
103070;Sch;14;5,6;3,8;1;4;132,8;987,8
103071;Sch;14;5,6;3,8;3;4;133;1417,5
103072;Sch;14;5,6;3,8;3;4;138,2;1153,6
103073;Sch;14;5,6;3,8;2;4;146,1;1140,3
103074;Sch;14;5,6;3,8;2;4;155,8;1634,7
103075;Sch;14;5,6;3,8;1;4;156,7;1361,4
103076;Sch;14;5,6;3,8;3;4;164,1;1815,7
103077;Sch;14;5,6;3,8;2;4;216;1832
103078;Sch;14;5,6;3,8;2;5;135,6;1155,3
103079;Sch;14;5,6;3,8;3;5;141,6;1362,2
103080;Sch;14;5,6;3,8;3;5;144,1;1468,4
103081;Sch;14;5,6;3,8;2;5;144,5;1319,3
103082;Sch;14;5,6;3,8;2;5;146,4;1326,4
103083;Sch;14;5,6;3,8;3;5;149,1;1367,2
103084;Sch;14;5,6;3,8;2;5;150,5;1390,6
103085;Sch;14;5,6;3,8;2;5;152,4;1391,4
103086;Sch;14;5,6;3,8;1;5;157,1;1137,4
103087;Sch;14;5,6;3,8;3;5;160,4;1671,4
103088;Sch;14;5,6;3,8;3;5;162,6;1567,5
103089;Sch;14;5,6;3,8;1;5;163;1134,5
103090;Sch;14;5,6;3,8;3;5;165,4;1564,7
103091;Sch;14;5,6;3,8;1;5;167,5;1206
103092;Sch;14;5,6;3,8;1;5;171,5;1164,5
103093;Sch;14;5,6;3,8;1;5;177;1274,4
103094;Sch;14;5,6;3,8;2;5;179;1487,5
103095;Sch;14;5,6;3,8;2;5;181,7;1439,1
103096;Sch;14;5,6;3,8;2;5;181,8;1578
103097;Sch;14;5,6;3,8;2;5;183,5;1493,7
103098;Sch;14;5,6;3,8;1;5;186,2;1491,5
103099;Sch;14;5,6;3,8;2;6;180,3;1575,8
103100;Sch;14;5,6;3,8;3;6;184,8;1698,3
103101;Sch;14;5,6;3,8;3;6;185,4;1907,8
103102;Sch;14;5,6;3,8;3;6;186,1;1684,2
103103;Sch;14;5,6;3,8;2;6;186,8;1666,3
103104;Sch;14;5,6;3,8;3;6;187,3;1811,2
